Class;_RMSenergy_Mean;_Lowenergy_Mean;_Fluctuation_Mean;_Tempo_Mean;_MFCC_Mean_1;_MFCC_Mean_2;_MFCC_Mean_3;_MFCC_Mean_4;_MFCC_Mean_5;_MFCC_Mean_6;_MFCC_Mean_7;_MFCC_Mean_8;_MFCC_Mean_9;_MFCC_Mean_10;_MFCC_Mean_11;_MFCC_Mean_12;_MFCC_Mean_13;_Roughness_Mean;_Roughness_Slope;_Zero-crossingrate_Mean;_AttackTime_Mean;_AttackTime_Slope;_Rolloff_Mean;_Eventdensity_Mean;_Pulseclarity_Mean;_Brightness_Mean;_Spectralcentroid_Mean;_Spectralspread_Mean;_Spectralskewness_Mean;_Spectralkurtosis_Mean;_Spectralflatness_Mean;_EntropyofSpectrum_Mean;_Chromagram_Mean_1;_Chromagram_Mean_2;_Chromagram_Mean_3;_Chromagram_Mean_4;_Chromagram_Mean_5;_Chromagram_Mean_6;_Chromagram_Mean_7;_Chromagram_Mean_8;_Chromagram_Mean_9;_Chromagram_Mean_10;_Chromagram_Mean_11;_Chromagram_Mean_12;_HarmonicChangeDetectionFunction_Mean;_HarmonicChangeDetectionFunction_Std;_HarmonicChangeDetectionFunction_Slope;_HarmonicChangeDetectionFunction_PeriodFreq;_HarmonicChangeDetectionFunction_PeriodAmp;_HarmonicChangeDetectionFunction_PeriodEntropy
happy;0.117;0.546;16.487;104.651;2.438;-0.684;0.496;-0.11;-0.019;-0.157;-0.009;0.205;0.191;-0.121;-0.233;0.023;0.116;386.45;-0.006;1212.784;0.028;-0.052;3873.916;3.876;0.331;0.479;2155.522;2399.396;2.284;9.076;0.03;0.88;0.485;1;0.034;0.007;0.184;0.302;0.108;0.429;0.002;0.159;0.001;0.082;0.395;0.177;-0.053;2.691;0.831;0.97
happy;0.117;0.546;16.487;104.651;2.438;-0.684;0.496;-0.11;-0.019;-0.157;-0.009;0.205;0.191;-0.121;-0.233;0.023;0.116;386.45;-0.006;1212.784;0.028;-0.052;3873.916;3.876;0.331;0.479;2155.522;2399.396;2.284;9.076;0.03;0.88;0.485;1;0.034;0.007;0.184;0.302;0.108;0.429;0.002;0.159;0.001;0.082;0.395;0.177;-0.053;2.691;0.831;0.97
happy;0.133;0.571;6.358;159.012;2.31;-0.728;0.431;-0.055;0.172;-0.122;-0.133;0.022;0.273;0.136;-0.07;-0.07;-0.057;365.785;0.03;1258.257;0.032;0.02;4016.468;2.94;0.279;0.475;2201.015;2379.826;2.098;7.912;0.023;0.883;0.236;1;0.042;0;0.067;0.033;0.021;0.198;0;0.015;0;0.036;0.418;0.21;-0.006;1.223;0.794;0.969
happy;0.143;0.505;6.927;58.131;1.964;-0.512;0.378;0.051;0.047;-0.232;0.056;0.116;0.04;0.045;0.021;-0.217;-0.214;662.67;0.06;1517.491;0.022;0.081;6380.263;3.775;0.114;0.572;3040.261;3235.133;1.631;5.17;0.052;0.91;0.008;0.136;0.43;0.034;0.163;0.102;0.145;0.172;0.028;1;0.174;0.023;0.345;0.183;0.007;1.121;0.787;0.969
happy;0.143;0.505;6.927;58.131;1.964;-0.512;0.378;0.051;0.047;-0.232;0.056;0.116;0.04;0.045;0.021;-0.217;-0.214;662.67;0.06;1517.491;0.022;0.081;6380.263;3.775;0.114;0.572;3040.261;3235.133;1.631;5.17;0.052;0.91;0.008;0.136;0.43;0.034;0.163;0.102;0.145;0.172;0.028;1;0.174;0.023;0.345;0.183;0.007;1.121;0.787;0.969
happy;0.127;0.546;17.793;101.164;2.324;-0.783;0.476;0.249;0.16;-0.062;-0.03;-0.107;-0.122;0.049;0.122;0.173;0.096;487.81;0.255;1196.916;0.027;0.028;3840.249;3.575;0.262;0.49;2083.779;2089.399;1.837;6.565;0.017;0.882;0.971;0.073;0.291;0.017;0.068;0.331;0.46;0.714;0.043;0.4;0.801;1;0.371;0.164;0.006;2.243;0.844;0.965
happy;0.124;0.574;7.323;100.061;2.182;0.244;0.374;-0.113;0.133;0.134;0.08;0.139;0.175;0.077;0.19;0.157;0.047;445.17;0.069;799.282;0.036;0.018;6044.353;2.339;0.242;0.444;2582.789;3137.772;1.528;4.614;0.039;0.885;0.291;0.013;0.14;0.001;0.09;0.001;0;0.061;0.018;1;0.01;0.015;0.342;0.196;0.064;1.922;0.769;0.97
happy;0.07;0.591;6.078;142.001;1.242;0.142;0.006;0.101;0.034;0.211;0.207;-0.118;-0.012;0.091;0.064;0.138;0.172;227.615;0.114;3147.907;0.027;-0.062;10638.349;3.842;0.479;0.706;5054.244;4294.267;0.666;2.301;0.092;0.942;0.135;0.83;0.128;0.665;0.396;0.086;0.415;0.023;0.732;1;0.269;0.625;0.368;0.184;0.076;1.682;0.823;0.969
happy;0.147;0.532;6.881;129.671;1.89;-0.554;0.458;0.049;0.087;-0.081;0;-0.186;-0.173;0.025;0.097;0.172;0.205;761.277;-0.03;1520.105;0.022;0.172;4888.416;3.842;0.34;0.553;2511.666;2395.016;1.492;4.943;0.027;0.894;1;0.059;0.365;0.08;0.061;0.033;0.194;0.521;0.058;0.358;0.375;0.182;0.386;0.205;-0.201;2.243;0.818;0.963
happy;0.131;0.542;7.565;168.861;2.488;-0.023;0.512;0.043;0.247;-0.041;-0.177;-0.043;-0.148;0.108;0.018;0.012;-0.051;347.14;-0.031;1157.171;0.025;0.117;6721.745;3.709;0.121;0.459;2858.739;3490.401;1.596;4.648;0.045;0.897;0.653;1;0.657;0.626;0.694;0.324;0.681;0.075;0.16;0.214;0.299;0.988;0.354;0.171;-0.086;1.922;0.807;0.967
happy;0.22;0.637;7.622;187.45;1.961;0.332;0.374;0.16;-0.021;0.257;0.16;-0.074;-0.028;0.044;0.068;0.05;0.128;936.505;0.077;1246.268;0.023;-0.038;10199;3.241;0.73;0.561;4166.068;4555.902;1.041;2.844;0.128;0.913;0.517;0.277;0.423;0.183;0.271;0.54;0.096;0.745;0.515;1;0.702;0.459;0.356;0.162;-0.049;1.682;0.846;0.963
happy;0.153;0.585;8.114;120.08;1.188;-2.033;0.72;0.094;-0.145;-0.126;0.17;-0.211;0.184;-0.085;0.104;0.319;0.092;707.551;-0.004;1810.359;0.029;0.194;6048.643;3.742;0.593;0.709;3288.4;3520.123;1.817;5.303;0.044;0.899;0.541;0.723;0.092;0.231;0.688;0.087;0.112;0.457;0.688;0.461;1;0.192;0.488;0.267;-0.139;2.243;0.789;0.968
